,customer_id,age,gender,region,customer_type,plan_type,plan_tier,monthly_fee_€,contract_length_months,auto_renewal,subscription_status,avg_monthly_data_gb,avg_monthly_voice_minutes,sms_per_month,roaming_last_3m,loyalty_member,app_logins_per_month,dropped_calls_last_month,avg_download_speed_mbps,coverage_complaints_6m,csat_score,payment_method,on_time_payments,late_payments_6m,outstanding_balance_€,discount_last_renewal,downgraded_last_6m,last_offer_accepted,campaign_ctr,support_tickets_6m,avg_resolution_time_hrs,email_open_rate,nps_score,subscription_start_date,subscription_end_date,first_name,last_name,full_name,email,Phone,tenure_days
752,TI-2025-000753,66,Other,Galway,Individual,Prepay,Freedom,57,1,Yes,Cancelled,27.9,475,84,Yes,Yes,16,2,14.2,1,3,Credit Card,Yes,5,250.69,No,No,No,0.08,1,18.2,0.8,75,2025-07-01,2025-07-31,Mark,Taylor,Mark Taylor,mark_taylor@yahoo.com,+353-91-415299,30
753,TI-2022-000754,31,Male,Galway,Individual,Prepay,Unlimited,95,24,Yes,Active,21.0,1016,9,No,No,15,11,161.2,3,2,Credit Card,Yes,3,441.06,Yes,No,Yes,0.16,4,24.4,0.85,-3,2022-09-28,2024-09-17,Anthony,Thompson,Anthony Thompson,anthony_thompson@hotmail.com,+353-91-976541,720
754,TI-2024-000755,32,Male,Dublin,Individual,Prepay,Essentials,30,0,No,Active,97.3,209,288,No,No,10,19,212.2,4,3,Credit Card,Yes,4,20.12,No,No,No,0.22,4,51.1,0.16,-8,2024-03-08,2024-10-08,Gregory,Brown,Gregory Brown,gregory_brown@gmail.com,+353-1-9662837,214
755,TI-2022-000756,48,Male,Dublin,Family,Postpay,Freedom,69,1,No,Active,63.7,498,301,Yes,No,18,12,40.0,3,5,Debit Card,No,1,461.1,No,No,No,0.57,1,1.7,0.14,75,2022-09-07,2022-10-07,Frank,Miller,Frank Miller,frank_miller@icloud.com,+353-1-9851151,30
756,TI-2022-000757,18,Male,Cork,Family,Postpay,Unlimited,59,24,Yes,Active,98.2,428,58,No,Yes,26,5,192.0,3,4,Credit Card,Yes,2,98.15,No,Yes,Yes,0.57,1,23.5,0.61,94,2022-11-19,2024-11-08,Larry,Thomas,Larry Thomas,larry_thomas@yahoo.com,+353-21-2633764,720
757,TI-2023-000758,20,Female,Dublin,Individual,Prepay,Freedom,32,12,Yes,Active,37.1,1329,307,No,Yes,27,9,143.6,1,3,Credit Card,Yes,2,442.12,No,No,No,0.2,2,49.3,0.76,81,2023-04-05,2024-03-30,Margaret,Smith,Margaret Smith,margaret_smith@yahoo.com,+353-1-5237030,360
758,TI-2025-000759,33,Male,Other,Business,SIM-only,Freedom,22,1,No,Active,71.8,2105,261,No,No,0,9,296.2,1,1,Direct Debit,Yes,1,200.43,Yes,No,No,0.66,0,11.8,0.27,25,2025-02-26,2025-03-28,Mark,Wright,Mark Wright,mark_wright@mail.com,+353-87-1978058,30
759,TI-2023-000760,40,Female,Dublin,Business,Postpay,Freedom,78,0,Yes,Active,26.1,1553,385,No,Yes,20,15,215.5,1,2,Credit Card,Yes,4,416.38,No,No,No,0.42,2,40.8,0.53,-85,2023-06-12,2023-07-25,Samantha,Campbell,Samantha Campbell,samantha_campbell@yahoo.com,+353-1-1679943,43
760,TI-2023-000761,28,Male,Dublin,Family,Prepay,Essentials,13,0,Yes,Active,29.8,1231,284,No,Yes,28,0,197.6,0,2,Credit Card,Yes,4,335.83,Yes,Yes,No,0.55,3,13.0,0.77,-66,2023-03-15,2024-02-09,Kevin,Williams,Kevin Williams,kevin_williams@outlook.com,+353-1-3784799,331
761,TI-2023-000762,29,Male,Dublin,Family,Prepay,Freedom,87,1,Yes,Active,53.6,1534,118,No,Yes,7,15,171.6,4,2,Credit Card,Yes,3,87.97,No,No,No,0.3,1,12.0,0.77,-26,2023-05-04,2023-06-03,Brian,Walker,Brian Walker,brian_walker@mail.com,+353-1-8330495,30
762,TI-2023-000763,27,Female,Galway,Individual,Prepay,Freedom,81,24,No,Active,35.4,1867,167,Yes,Yes,0,3,299.2,3,3,Credit Card,Yes,3,459.02,No,No,No,0.16,2,55.8,0.65,6,2023-02-13,2025-02-02,Dorothy,Walker,Dorothy Walker,dorothy_walker@gmail.com,+353-91-887996,720
763,TI-2024-000764,49,Female,Galway,Individual,Prepay,Unlimited,18,1,No,Active,20.9,2569,352,No,No,29,5,294.2,4,5,Debit Card,Yes,5,122.76,No,No,Yes,0.21,0,19.9,0.08,-14,2024-07-05,2024-08-04,Julie,Martin,Julie Martin,julie_martin@hotmail.com,+353-91-866287,30
764,TI-2023-000765,33,Male,Dublin,Individual,Prepay,Essentials,44,12,Yes,Cancelled,30.0,2628,188,No,No,8,18,161.9,3,3,Debit Card,Yes,2,122.07,No,No,No,0.05,0,27.7,0.05,57,2023-06-04,2024-05-29,Larry,Rodriguez,Larry Rodriguez,larry_rodriguez@yahoo.com,+353-1-2409125,360
765,TI-2023-000766,25,Male,Dublin,Individual,Postpay,Unlimited,30,24,Yes,Active,8.4,1876,451,No,Yes,18,1,137.1,3,1,Debit Card,Yes,3,407.09,Yes,No,No,0.25,1,52.8,0.39,75,2023-07-10,2025-06-29,Gregory,Hernandez,Gregory Hernandez,gregory_hernandez@mail.com,+353-1-3485831,720
766,TI-2025-000767,55,Male,Cork,Business,Prepay,Unlimited,67,1,No,Active,71.9,898,250,No,Yes,20,17,139.2,3,2,Credit Card,Yes,1,52.94,Yes,No,No,0.19,2,13.7,0.03,-32,2025-01-19,2025-02-18,Andrew,Jackson,Andrew Jackson,andrew_jackson@hotmail.com,+353-21-7044691,30
767,TI-2022-000768,29,Female,Dublin,Individual,Prepay,Essentials,27,0,Yes,Active,51.8,1106,323,No,Yes,8,9,129.1,3,3,Credit Card,Yes,2,111.02,Yes,Yes,No,0.27,4,38.8,0.9,15,2022-10-19,2023-07-29,Ashley,Allen,Ashley Allen,ashley_allen@outlook.com,+353-1-6590872,283
768,TI-2024-000769,41,Female,Galway,Family,SIM-only,Freedom,81,12,Yes,Active,14.0,2668,412,Yes,Yes,20,3,159.9,2,2,Credit Card,Yes,4,251.84,Yes,No,No,0.09,1,66.2,0.02,-93,2024-06-27,2025-06-22,Sarah,Hill,Sarah Hill,sarah_hill@hotmail.com,+353-91-630781,360
769,TI-2023-000770,45,Male,Galway,Family,Postpay,Unlimited,90,24,Yes,Active,21.3,1067,228,No,Yes,24,0,82.8,2,1,Credit Card,Yes,2,415.24,No,Yes,No,0.4,3,40.3,0.03,6,2023-01-02,2024-12-22,John,Harris,John Harris,john_harris@mail.com,+353-91-732740,720
770,TI-2023-000771,25,Female,Dublin,Family,SIM-only,Unlimited,52,24,No,Active,14.7,1506,189,No,Yes,9,14,278.1,0,4,Credit Card,No,0,73.74,Yes,No,No,0.18,2,4.5,0.17,6,2023-12-15,2025-12-04,Laura,Lee,Laura Lee,laura_lee@icloud.com,+353-1-2980356,720
771,TI-2022-000772,45,Female,Dublin,Business,Prepay,Freedom,15,0,Yes,Cancelled,63.2,2957,315,No,No,23,9,147.6,1,4,Credit Card,Yes,2,273.83,No,No,Yes,0.21,2,42.9,0.63,13,2022-10-23,2023-04-17,Debra,Sanchez,Debra Sanchez,debra_sanchez@mail.com,+353-1-2563133,176
772,TI-2023-000773,53,Female,Other,Individual,Prepay,Freedom,95,12,Yes,Cancelled,13.9,1667,123,No,No,22,17,252.8,3,4,Credit Card,Yes,3,355.62,No,No,Yes,0.22,1,7.4,0.54,78,2023-07-02,2024-06-26,Julie,Harris,Julie Harris,julie_harris@hotmail.com,+353-87-4147502,360
773,TI-2024-000774,43,Female,Cork,Individual,Postpay,Freedom,87,12,Yes,Cancelled,76.7,492,83,No,Yes,10,15,143.1,4,2,Debit Card,Yes,1,430.3,No,No,No,0.44,2,21.0,0.66,-91,2024-07-22,2025-07-17,Samantha,Smith,Samantha Smith,samantha_smith@hotmail.com,+353-21-9201164,360
774,TI-2024-000775,25,Male,Galway,Individual,Prepay,Freedom,76,24,Yes,Cancelled,6.9,2546,296,No,No,0,12,215.8,2,3,Credit Card,Yes,4,467.78,No,No,Yes,0.19,2,61.3,0.89,-73,2024-02-16,2026-02-05,Brian,Brown,Brian Brown,brian_brown@gmail.com,+353-91-206347,720
775,TI-2024-000776,67,Male,Dublin,Individual,Prepay,Essentials,21,0,Yes,Active,28.7,604,214,Yes,No,19,14,101.7,1,2,Credit Card,Yes,4,392.32,Yes,No,No,0.11,3,1.8,0.45,63,2024-11-04,2025-02-01,Nicholas,Martin,Nicholas Martin,nicholas_martin@gmail.com,+353-1-1186197,89
776,TI-2023-000777,45,Male,Cork,Individual,Postpay,Freedom,21,12,Yes,Active,89.6,947,236,No,Yes,24,1,187.8,0,5,Credit Card,Yes,3,326.41,Yes,No,No,0.39,3,6.5,0.04,-41,2023-08-22,2024-08-16,Justin,Scott,Justin Scott,justin_scott@outlook.com,+353-21-4965152,360
777,TI-2024-000778,45,Male,Dublin,Individual,Postpay,Essentials,75,24,Yes,Cancelled,73.3,293,465,Yes,Yes,25,19,150.0,1,3,Credit Card,Yes,3,216.81,Yes,No,No,0.47,4,26.8,0.76,-91,2024-08-06,2026-07-27,Andrew,Carter,Andrew Carter,andrew_carter@gmail.com,+353-1-5657848,720
778,TI-2024-000779,54,Female,Cork,Family,Postpay,Essentials,11,1,Yes,Active,11.9,1171,112,Yes,Yes,7,3,110.8,3,1,Debit Card,Yes,3,56.06,No,Yes,No,0.14,3,72.0,0.81,41,2024-10-15,2024-11-14,Debra,Nelson,Debra Nelson,debra_nelson@mail.com,+353-21-9826679,30
779,TI-2025-000780,58,Female,Other,Individual,Postpay,Freedom,24,1,Yes,Cancelled,83.0,2018,216,No,Yes,19,0,264.6,1,4,Credit Card,Yes,0,354.87,No,No,No,0.4,4,21.7,0.05,1,2025-05-10,2025-06-09,Nicole,Martinez,Nicole Martinez,nicole_martinez@icloud.com,+353-83-3176434,30
780,TI-2023-000781,53,Male,Dublin,Individual,Postpay,Freedom,32,0,Yes,Active,51.8,171,320,No,No,11,6,34.7,3,3,Credit Card,No,1,496.37,Yes,No,No,0.02,3,12.2,0.24,-38,2023-07-21,2024-06-06,Jeffrey,Lee,Jeffrey Lee,jeffrey_lee@icloud.com,+353-1-4457366,321
781,TI-2024-000782,44,Male,Dublin,Individual,Prepay,Freedom,38,1,No,Active,85.4,1586,245,No,No,0,10,146.6,2,3,Credit Card,Yes,0,368.38,No,No,Yes,0.4,4,40.0,0.77,74,2024-01-24,2024-02-23,Kenneth,Torres,Kenneth Torres,kenneth_torres@icloud.com,+353-1-7925107,30
782,TI-2025-000783,34,Male,Dublin,Individual,Prepay,Freedom,90,1,No,Active,62.1,530,447,Yes,Yes,9,9,59.1,2,4,Credit Card,Yes,3,8.36,Yes,No,No,0.23,3,37.9,0.38,96,2025-04-17,2025-05-17,Frank,Perez,Frank Perez,frank_perez@icloud.com,+353-1-6902385,30
783,TI-2025-000784,26,Female,Dublin,Individual,Prepay,Freedom,16,24,Yes,Cancelled,69.8,1143,334,Yes,No,3,0,258.5,3,1,Debit Card,Yes,1,248.13,No,No,Yes,0.13,3,32.9,0.47,-45,2025-03-09,2027-02-27,Laura,Moore,Laura Moore,laura_moore@outlook.com,+353-1-8549411,720
784,TI-2025-000785,50,Male,Dublin,Family,Prepay,Essentials,37,1,No,Active,99.4,1859,318,Yes,No,14,10,76.8,4,2,Direct Debit,No,3,307.32,No,No,Yes,0.6,1,68.2,0.82,33,2025-04-27,2025-05-27,Matthew,Rodriguez,Matthew Rodriguez,matthew_rodriguez@outlook.com,+353-1-6107095,30
785,TI-2024-000786,37,Female,Dublin,Individual,SIM-only,Freedom,23,1,Yes,Active,27.1,1760,481,Yes,Yes,18,9,190.4,2,2,Credit Card,No,1,344.84,No,No,No,0.46,3,20.9,0.09,46,2024-10-08,2024-11-07,Ashley,Walker,Ashley Walker,ashley_walker@yahoo.com,+353-1-6773339,30
786,TI-2022-000787,30,Male,Galway,Family,Postpay,Unlimited,53,12,No,Active,64.3,2113,431,Yes,Yes,5,13,50.5,4,3,Debit Card,Yes,4,359.86,No,No,No,0.35,4,21.8,0.68,79,2022-10-31,2023-10-26,Kenneth,Davis,Kenneth Davis,kenneth_davis@gmail.com,+353-91-499950,360
787,TI-2022-000788,45,Male,Cork,Individual,Postpay,Freedom,39,0,Yes,Active,48.7,2188,403,No,No,26,13,122.1,3,4,Credit Card,No,0,279.05,No,No,Yes,0.17,1,11.0,0.21,89,2022-12-29,2023-07-06,Donald,Thomas,Donald Thomas,donald_thomas@mail.com,+353-21-2651174,189
788,TI-2024-000789,65,Other,Dublin,Family,Prepay,Freedom,90,1,Yes,Active,8.7,2493,373,No,No,4,6,269.9,3,5,Credit Card,No,5,111.68,No,No,No,0.21,4,50.5,0.06,27,2024-04-15,2024-05-15,Richard,Roberts,Richard Roberts,richard_roberts@yahoo.com,+353-1-3313554,30
789,TI-2025-000790,46,Other,Other,Individual,Prepay,Freedom,41,12,Yes,Active,6.4,188,36,No,No,4,10,50.7,2,1,Credit Card,Yes,3,471.1,Yes,No,No,0.5,3,23.8,0.66,76,2025-05-06,2026-05-01,Kathleen,Lee,Kathleen Lee,kathleen_lee@mail.com,+353-85-2821643,360
790,TI-2023-000791,30,Male,Dublin,Individual,Prepay,Unlimited,79,24,Yes,Active,16.3,157,63,No,No,17,3,199.3,4,2,Direct Debit,Yes,3,348.33,No,No,Yes,0.46,3,58.0,0.12,-23,2023-06-13,2025-06-02,Brian,Clark,Brian Clark,brian_clark@yahoo.com,+353-1-5647342,720
791,TI-2023-000792,63,Female,Other,Individual,Prepay,Essentials,97,12,No,Active,66.7,2717,218,Yes,Yes,27,1,62.1,3,1,Credit Card,Yes,2,118.42,No,Yes,No,0.38,4,70.0,0.75,38,2023-05-12,2024-05-06,Pamela,Rivera,Pamela Rivera,pamela_rivera@icloud.com,+353-86-2243652,360
792,TI-2024-000793,52,Female,Dublin,Family,Prepay,Freedom,15,12,Yes,Active,58.9,1970,341,No,Yes,2,6,125.3,2,1,Direct Debit,Yes,5,161.16,Yes,No,No,0.37,2,4.1,0.2,-55,2024-11-19,2025-11-14,Margaret,Ramirez,Margaret Ramirez,margaret_ramirez@mail.com,+353-1-5720563,360
793,TI-2024-000794,23,Female,Other,Individual,Postpay,Freedom,36,0,Yes,Active,57.6,245,498,No,Yes,26,18,162.6,3,1,Credit Card,Yes,4,460.96,No,No,No,0.14,1,71.5,0.05,-32,2024-06-23,2024-08-17,Barbara,Flores,Barbara Flores,barbara_flores@icloud.com,+353-87-7861561,55
794,TI-2023-000795,35,Male,Galway,Individual,Postpay,Freedom,91,24,Yes,Active,8.0,2903,388,No,Yes,21,13,173.6,1,4,Credit Card,Yes,3,443.74,Yes,No,No,0.19,1,19.0,0.1,-56,2023-10-07,2025-09-26,Nicholas,Miller,Nicholas Miller,nicholas_miller@icloud.com,+353-91-305732,720
795,TI-2023-000796,68,Female,Other,Business,Postpay,Essentials,97,0,No,Active,49.6,2991,33,No,No,1,18,181.2,1,4,Debit Card,Yes,0,202.57,Yes,Yes,Yes,0.3,3,30.8,0.84,-6,2023-11-09,2024-02-11,Sandra,Johnson,Sandra Johnson,sandra_johnson@outlook.com,+353-89-6446220,94
796,TI-2024-000797,22,Female,Other,Family,Postpay,Freedom,33,12,Yes,Cancelled,92.8,2795,38,No,No,3,6,192.4,2,4,Direct Debit,Yes,4,19.15,No,No,Yes,0.14,1,56.2,0.37,7,2024-07-20,2025-07-15,Emily,Robinson,Emily Robinson,emily_robinson@mail.com,+353-83-6157487,360
797,TI-2024-000798,64,Female,Dublin,Individual,SIM-only,Essentials,43,1,Yes,Active,42.8,2377,66,Yes,No,17,11,82.3,3,3,Direct Debit,No,3,24.25,No,No,Yes,0.33,4,48.2,0.3,-43,2024-12-07,2025-01-06,Katherine,Scott,Katherine Scott,katherine_scott@mail.com,+353-1-3229712,30
798,TI-2023-000799,42,Male,Other,Family,Prepay,Freedom,49,24,No,Active,64.4,2559,208,No,Yes,8,2,121.0,2,4,Debit Card,Yes,0,141.96,Yes,No,No,0.1,3,56.3,0.49,59,2023-12-21,2025-12-10,Kevin,Roberts,Kevin Roberts,kevin_roberts@icloud.com,+353-89-3292714,720
799,TI-2024-000800,19,Male,Dublin,Individual,Prepay,Freedom,56,12,Yes,Active,79.1,849,317,Yes,Yes,18,14,12.2,0,3,Credit Card,Yes,2,314.56,No,No,Yes,0.29,1,34.1,0.63,14,2024-03-30,2025-03-25,Jack,Campbell,Jack Campbell,jack_campbell@gmail.com,+353-1-5666027,360
800,TI-2024-000801,27,Male,Dublin,Individual,Prepay,Essentials,88,12,Yes,Active,79.5,1810,343,Yes,Yes,25,4,230.9,2,2,Credit Card,Yes,2,292.1,No,Yes,Yes,0.41,0,66.0,0.04,-91,2024-08-14,2025-08-09,Steven,Torres,Steven Torres,steven_torres@icloud.com,+353-1-7875135,360
801,TI-2023-000802,47,Female,Dublin,Individual,Postpay,Unlimited,84,1,No,Active,54.3,1094,151,Yes,Yes,9,7,251.3,2,2,Credit Card,Yes,0,316.91,Yes,No,Yes,0.6,1,57.1,0.9,40,2023-03-18,2023-04-17,Debra,Miller,Debra Miller,debra_miller@mail.com,+353-1-5228568,30
802,TI-2022-000803,67,Male,Cork,Business,SIM-only,Essentials,95,1,Yes,Active,86.5,1336,386,No,No,21,13,60.6,1,2,Credit Card,Yes,4,358.64,No,No,No,0.18,4,23.0,0.96,10,2022-08-09,2022-09-08,Gary,Hernandez,Gary Hernandez,gary_hernandez@gmail.com,+353-21-3953403,30
803,TI-2023-000804,62,Female,Dublin,Business,Prepay,Unlimited,33,12,Yes,Active,42.2,2126,364,No,Yes,14,3,61.2,1,2,Direct Debit,Yes,0,9.52,No,No,Yes,0.42,1,68.3,0.42,-88,2023-10-26,2024-10-20,Patricia,Jones,Patricia Jones,patricia_jones@icloud.com,+353-1-1949158,360
804,TI-2024-000805,22,Other,Cork,Individual,Postpay,Freedom,74,12,Yes,Active,89.4,168,198,Yes,No,0,6,13.6,3,2,Debit Card,Yes,5,52.54,Yes,No,No,0.59,2,69.2,0.41,-65,2024-11-28,2025-11-23,Thomas,Sanchez,Thomas Sanchez,thomas_sanchez@outlook.com,+353-21-8697202,360
805,TI-2023-000806,50,Male,Cork,Individual,Postpay,Essentials,27,0,No,Active,27.8,2857,88,No,No,28,6,291.1,2,4,Direct Debit,Yes,0,179.74,No,Yes,No,0.27,2,30.5,0.88,-15,2023-04-12,2023-07-20,Eric,Jones,Eric Jones,eric_jones@hotmail.com,+353-21-2274120,99
806,TI-2024-000807,18,Female,Galway,Individual,Prepay,Essentials,53,24,Yes,Active,31.6,2227,247,No,Yes,10,17,242.3,2,5,Credit Card,Yes,2,77.43,Yes,No,No,0.29,3,47.3,0.43,27,2024-01-01,2025-12-21,Anna,Rodriguez,Anna Rodriguez,anna_rodriguez@hotmail.com,+353-91-938971,720
807,TI-2023-000808,35,Male,Other,Business,Prepay,Unlimited,85,24,No,Active,10.0,1651,322,No,Yes,13,13,108.9,3,4,Debit Card,Yes,2,37.66,No,Yes,Yes,0.54,2,58.8,0.86,100,2023-05-27,2025-05-16,Stephen,Nelson,Stephen Nelson,stephen_nelson@gmail.com,+353-89-8782839,720
808,TI-2022-000809,49,Female,Cork,Business,Postpay,Essentials,66,1,No,Active,80.6,2307,78,No,No,9,7,145.1,4,5,Direct Debit,No,2,320.48,No,No,Yes,0.47,4,59.0,0.03,21,2022-11-14,2022-12-14,Ashley,Robinson,Ashley Robinson,ashley_robinson@hotmail.com,+353-21-8136689,30
809,TI-2025-000810,64,Male,Dublin,Individual,SIM-only,Essentials,37,24,Yes,Active,44.6,1509,476,No,Yes,18,11,88.3,3,4,Credit Card,Yes,5,407.67,Yes,No,No,0.22,0,2.0,0.49,46,2025-03-24,2027-03-14,Andrew,Carter,Andrew Carter,andrew_carter@gmail.com,+353-1-8825662,720
810,TI-2024-000811,66,Female,Dublin,Family,Prepay,Freedom,80,12,No,Cancelled,26.8,1795,433,No,No,23,9,179.6,1,2,Credit Card,Yes,3,376.31,No,No,No,0.33,0,45.7,0.95,17,2024-06-26,2025-06-21,Janet,Harris,Janet Harris,janet_harris@mail.com,+353-1-6548175,360
811,TI-2022-000812,28,Female,Dublin,Family,Postpay,Freedom,32,1,Yes,Active,27.0,2344,284,No,Yes,20,13,215.5,1,1,Debit Card,Yes,5,408.52,No,No,No,0.13,3,70.1,0.25,34,2022-11-30,2022-12-30,Donna,Sanchez,Donna Sanchez,donna_sanchez@outlook.com,+353-1-9173617,30
812,TI-2025-000813,38,Female,Dublin,Individual,Prepay,Freedom,94,1,Yes,Active,90.6,619,329,No,Yes,15,8,134.8,2,5,Debit Card,Yes,3,332.93,Yes,No,Yes,0.41,3,17.4,0.27,-86,2025-07-03,2025-08-02,Christine,Campbell,Christine Campbell,christine_campbell@yahoo.com,+353-1-1513305,30
813,TI-2025-000814,43,Female,Dublin,Individual,Postpay,Essentials,43,12,No,Active,84.2,2902,31,No,Yes,7,5,262.2,1,1,Direct Debit,Yes,5,367.67,No,No,Yes,0.09,2,57.5,0.63,-20,2025-02-07,2026-02-02,Sharon,Martinez,Sharon Martinez,sharon_martinez@outlook.com,+353-1-6805828,360
814,TI-2022-000815,42,Female,Dublin,Individual,Postpay,Essentials,20,12,No,Cancelled,57.6,2407,86,Yes,Yes,1,4,155.6,3,2,Credit Card,Yes,1,135.89,Yes,No,No,0.11,4,38.9,0.93,-55,2022-07-18,2023-07-13,Rachel,Campbell,Rachel Campbell,rachel_campbell@icloud.com,+353-1-5887715,360
815,TI-2022-000816,39,Female,Other,Individual,Postpay,Essentials,95,1,Yes,Active,63.5,2164,38,No,No,22,0,44.1,2,5,Credit Card,Yes,3,496.5,No,No,No,0.33,2,16.7,0.2,-53,2022-10-02,2022-11-01,Katherine,Wright,Katherine Wright,katherine_wright@hotmail.com,+353-87-1429753,30
816,TI-2025-000817,44,Female,Cork,Individual,Postpay,Essentials,44,12,Yes,Active,50.1,356,392,Yes,Yes,24,0,187.1,3,1,Credit Card,Yes,4,91.58,No,No,No,0.17,4,4.6,0.92,-35,2025-03-04,2026-02-27,Michelle,Smith,Michelle Smith,michelle_smith@hotmail.com,+353-21-4097885,360
817,TI-2024-000818,66,Female,Dublin,Individual,Postpay,Freedom,51,12,Yes,Active,42.2,2486,100,No,No,6,19,139.2,3,4,Credit Card,Yes,4,107.25,No,No,No,0.04,4,55.0,0.66,-97,2024-02-18,2025-02-12,Stephanie,Torres,Stephanie Torres,stephanie_torres@outlook.com,+353-1-7072286,360
818,TI-2022-000819,30,Male,Cork,Business,Postpay,Freedom,37,12,Yes,Cancelled,92.0,1677,243,Yes,No,18,16,280.8,2,2,Debit Card,Yes,2,144.46,No,No,No,0.54,0,23.5,0.99,-98,2022-12-12,2023-12-07,Edward,Allen,Edward Allen,edward_allen@gmail.com,+353-21-4817532,360
819,TI-2024-000820,50,Female,Dublin,Individual,Prepay,Essentials,91,0,Yes,Active,16.9,1211,231,No,No,6,10,118.2,4,4,Credit Card,Yes,5,487.67,No,No,No,0.19,4,27.7,0.74,-98,2024-02-11,2024-08-31,Donna,Rodriguez,Donna Rodriguez,donna_rodriguez@mail.com,+353-1-8672068,202
820,TI-2023-000821,51,Female,Cork,Individual,Postpay,Freedom,87,24,Yes,Cancelled,44.8,1304,397,No,Yes,14,11,121.5,1,4,Direct Debit,Yes,0,494.14,No,No,No,0.2,1,35.5,0.67,-32,2023-01-19,2025-01-08,Sandra,Hall,Sandra Hall,sandra_hall@hotmail.com,+353-21-8801268,720
821,TI-2023-000822,58,Female,Galway,Individual,Prepay,Freedom,91,1,Yes,Active,37.7,1534,67,No,No,7,2,195.6,0,2,Direct Debit,Yes,2,397.45,No,No,No,0.23,4,37.0,0.81,-8,2023-12-21,2024-01-20,Christine,Allen,Christine Allen,christine_allen@outlook.com,+353-91-425129,30
822,TI-2022-000823,52,Male,Cork,Individual,Postpay,Unlimited,33,1,Yes,Active,52.3,1489,191,No,Yes,13,5,158.6,0,5,Credit Card,Yes,0,314.53,No,No,No,0.09,0,15.6,0.18,-73,2022-12-26,2023-01-25,Benjamin,Gonzalez,Benjamin Gonzalez,benjamin_gonzalez@outlook.com,+353-21-8328264,30
823,TI-2023-000824,18,Female,Cork,Individual,Postpay,Unlimited,17,1,Yes,Active,48.5,1963,403,No,Yes,0,10,113.0,0,3,Credit Card,No,5,260.03,No,No,No,0.15,2,48.6,0.95,-78,2023-01-29,2023-02-28,Deborah,Brown,Deborah Brown,deborah_brown@hotmail.com,+353-21-9631063,30
824,TI-2022-000825,38,Male,Other,Individual,Postpay,Unlimited,62,1,No,Active,54.3,1361,27,No,No,28,12,296.9,1,3,Debit Card,Yes,2,485.31,Yes,No,No,0.36,4,50.2,0.17,-71,2022-08-20,2022-09-19,Jonathan,Lopez,Jonathan Lopez,jonathan_lopez@hotmail.com,+353-83-6702526,30
825,TI-2023-000826,65,Female,Other,Individual,Postpay,Essentials,81,24,No,Cancelled,18.3,2569,269,No,Yes,12,10,91.4,4,2,Debit Card,Yes,2,347.81,No,No,No,0.33,1,11.1,0.03,-39,2023-08-29,2025-08-18,Anna,Thompson,Anna Thompson,anna_thompson@icloud.com,+353-85-7010368,720
826,TI-2024-000827,23,Male,Galway,Individual,SIM-only,Essentials,13,1,Yes,Active,53.7,198,427,Yes,No,2,7,84.0,3,3,Credit Card,Yes,4,472.37,No,No,Yes,0.2,3,38.8,0.7,-14,2024-01-05,2024-02-04,Jonathan,Campbell,Jonathan Campbell,jonathan_campbell@icloud.com,+353-91-316472,30
827,TI-2022-000828,45,Female,Cork,Individual,Prepay,Freedom,100,12,Yes,Active,28.0,1787,225,No,Yes,20,9,259.5,2,1,Credit Card,Yes,0,158.28,No,Yes,No,0.21,2,44.3,0.18,-50,2022-08-22,2023-08-17,Sandra,Wilson,Sandra Wilson,sandra_wilson@hotmail.com,+353-21-9431562,360
828,TI-2022-000829,34,Other,Galway,Individual,Postpay,Essentials,14,0,Yes,Active,22.5,1073,76,No,No,27,1,2.0,4,5,Debit Card,Yes,1,166.89,No,No,No,0.07,3,14.2,0.76,-60,2022-11-08,2023-07-20,Stephen,White,Stephen White,stephen_white@mail.com,+353-91-136027,254
829,TI-2024-000830,22,Male,Dublin,Family,Prepay,Freedom,58,1,Yes,Active,11.2,1165,222,No,Yes,5,13,61.2,0,4,Debit Card,Yes,1,427.36,Yes,No,No,0.23,1,64.5,0.8,-37,2024-03-13,2024-04-12,Jacob,Campbell,Jacob Campbell,jacob_campbell@gmail.com,+353-1-9074197,30
830,TI-2023-000831,48,Other,Dublin,Individual,Prepay,Freedom,39,24,Yes,Active,77.5,1806,480,No,No,18,15,177.5,1,4,Credit Card,Yes,2,74.93,No,No,Yes,0.1,0,35.3,0.24,-58,2023-10-03,2025-09-22,Dorothy,Ramirez,Dorothy Ramirez,dorothy_ramirez@outlook.com,+353-1-8667008,720
831,TI-2022-000832,22,Male,Dublin,Individual,Prepay,Unlimited,81,12,No,Active,45.6,1537,371,No,No,14,16,49.6,1,2,Debit Card,Yes,5,472.96,Yes,No,No,0.57,0,9.2,0.09,-10,2022-08-24,2023-08-19,Brian,Rivera,Brian Rivera,brian_rivera@icloud.com,+353-1-2577739,360
832,TI-2022-000833,55,Female,Cork,Family,SIM-only,Unlimited,72,1,Yes,Active,64.5,2717,166,Yes,Yes,3,10,295.8,2,4,Direct Debit,Yes,2,253.74,No,No,Yes,0.09,2,24.7,0.5,-43,2022-10-17,2022-11-16,Rebecca,Jones,Rebecca Jones,rebecca_jones@outlook.com,+353-21-9666355,30
